nameWithOwner,createdAt,updatedAt,primaryLanguage,mergedPullRequests,releases,totalIssues,closedIssues,collectedAt,stargazerCount
Kong/insomnia,2016-04-23T03:54:26Z,2026-08-27T11:34:09Z,TypeScript,4252,563,4038,3297,2026-08-27T18:41:57.584741736Z,39955
koalaman/shellcheck,2012-11-17T03:15:11Z,2026-08-27T13:50:25Z,Haskell,346,30,3012,1898,2026-08-27T18:41:57.584741736Z,39944
go-gorm/gorm,2013-10-25T08:31:38Z,2026-08-27T11:04:14Z,Go,790,12,6147,5691,2026-08-27T18:41:57.584741736Z,39933
siddharthvaddem/openscreen,2025-10-10T05:36:55Z,2026-08-27T15:13:53Z,TypeScript,195,13,366,337,2026-08-27T18:41:57.584741736Z,39908
videojs/video.js,2010-05-14T18:45:10Z,2026-08-27T14:03:10Z,JavaScript,1829,336,5439,4819,2026-08-27T18:41:57.584741736Z,39867
2noise/ChatTTS,2024-05-27T18:26:49Z,2026-08-27T17:27:38Z,Python,223,7,675,618,2026-08-27T18:41:57.584741736Z,39796
vadimdemedes/ink,2017-06-12T06:12:28Z,2026-08-27T14:35:38Z,TypeScript,324,81,432,418,2026-08-27T18:41:57.584741736Z,39746
qbittorrent/qBittorrent,2012-02-04T09:37:46Z,2026-08-27T16:38:26Z,C++,4415,4,17673,15095,2026-08-27T18:41:57.584741736Z,39735
AstrBotDevs/AstrBot,2022-12-08T13:27:46Z,2026-08-27T18:14:34Z,Python,1745,251,6504,5451,2026-08-27T18:41:57.584741736Z,39696
novuhq/novu,2021-08-26T15:22:44Z,2026-08-27T15:29:26Z,TypeScript,8507,144,1742,1690,2026-08-27T18:41:57.584741736Z,39679
mindsdb/mindshub,2018-08-02T17:56:45Z,2026-08-27T16:28:08Z,Makefile,5927,339,4436,4435,2026-08-27T18:41:57.584741736Z,39650
Wei-Shaw/sub2api,2025-12-18T02:26:18Z,2026-08-27T18:13:09Z,Go,1533,43,3287,1096,2026-08-27T18:41:57.584741736Z,39640
halo-dev/halo,2018-03-21T12:56:52Z,2026-08-27T18:20:17Z,Java,3235,269,4711,4600,2026-08-27T18:41:57.584741736Z,39625
floodsung/Deep-Learning-Papers-Reading-Roadmap,2016-10-14T11:49:48Z,2026-08-27T12:32:43Z,Python,28,0,58,5,2026-08-27T18:41:57.584741736Z,39549
google/styleguide,2015-05-20T19:18:59Z,2026-08-27T17:28:49Z,HTML,201,0,368,249,2026-08-27T18:41:57.584741736Z,39545
lm-sys/FastChat,2023-03-19T00:18:02Z,2026-08-27T11:19:08Z,Python,852,14,1973,1077,2026-08-27T18:41:57.584741736Z,39526
pola-rs/polars,2020-05-13T19:45:33Z,2026-08-27T18:06:46Z,Rust,13757,267,13160,10635,2026-08-27T18:41:57.584741736Z,39516
TeamNewPipe/NewPipe,2015-09-03T23:39:26Z,2026-08-27T17:16:31Z,Java,1895,147,10391,9006,2026-08-27T18:41:57.584741736Z,39505
QuivrHQ/quivr,2023-05-12T23:53:30Z,2026-08-27T14:03:40Z,Python,1824,354,1546,1536,2026-08-27T18:41:57.584741736Z,39425
freeCodeCamp/devdocs,2013-10-24T18:16:07Z,2026-08-27T17:56:17Z,Ruby,1018,0,1283,1102,2026-08-27T18:41:57.584741736Z,39381
google/leveldb,2014-08-27T21:17:52Z,2026-08-27T17:29:14Z,C++,65,21,801,542,2026-08-27T18:41:57.584741736Z,39366
ShareX/ShareX,2013-10-08T23:32:10Z,2026-08-27T17:36:29Z,C#,0,90,7538,6889,2026-08-27T18:41:57.584741736Z,39334
PostHog/posthog,2020-01-23T22:46:58Z,2026-08-27T18:23:35Z,Python,55990,950,10614,7160,2026-08-27T18:41:57.584741736Z,39326
datalab-to/marker,2023-10-30T20:14:08Z,2026-08-27T17:22:30Z,Python,233,72,694,324,2026-08-27T18:41:57.584741736Z,39324
drawdb-io/drawdb,2023-07-16T17:09:20Z,2026-08-27T16:46:23Z,JavaScript,442,0,368,236,2026-08-27T18:41:57.584741736Z,39289
suno-ai/bark,2023-04-07T19:34:48Z,2026-08-27T14:00:44Z,Jupyter Notebook,19,0,478,240,2026-08-27T18:41:57.584741736Z,39251
HKUDS/LightRAG,2024-10-02T11:57:54Z,2026-08-27T18:11:51Z,Python,1589,82,1540,1349,2026-08-27T18:41:57.584741736Z,39230
wshobson/agents,2025-07-24T23:28:14Z,2026-08-27T18:24:12Z,Python,176,0,117,113,2026-08-27T18:41:57.584741736Z,39194
aseprite/aseprite,2014-08-19T23:44:50Z,2026-08-27T17:55:14Z,C++,553,131,4663,2740,2026-08-27T18:41:57.584741736Z,39041
YunaiV/ruoyi-vue-pro,2021-01-24T03:18:25Z,2026-08-27T15:48:01Z,Java,78,66,807,793,2026-08-27T18:41:57.584741736Z,39016
google/googletest,2015-07-28T15:07:53Z,2026-08-27T18:26:54Z,C++,835,12,2400,2075,2026-08-27T18:41:57.584741736Z,39011
deepseek-ai/awesome-deepseek-integration,2024-01-11T02:43:17Z,2026-08-27T17:38:16Z,,288,0,202,163,2026-08-27T18:41:57.584741736Z,38977
ajeetdsouza/zoxide,2020-03-05T13:11:40Z,2026-08-27T17:39:52Z,Rust,265,38,749,652,2026-08-27T18:41:57.584741736Z,38942
mattermost/mattermost,2015-06-15T06:50:02Z,2026-08-27T18:05:21Z,TypeScript,22402,1000,9344,8753,2026-08-27T18:41:57.584741736Z,38920
DioxusLabs/dioxus,2021-01-15T01:57:26Z,2026-08-27T17:24:03Z,Rust,2084,42,2621,1980,2026-08-27T18:41:57.584741736Z,38897
rapid7/metasploit-framework,2011-08-30T06:13:20Z,2026-08-27T17:30:55Z,Ruby,12094,0,6592,6099,2026-08-27T18:41:57.584741736Z,38892
RSSNext/Folo,2024-04-08T03:23:35Z,2026-08-27T14:08:02Z,TypeScript,1517,113,2638,2260,2026-08-27T18:41:57.584741736Z,38871
spacedriveapp/spacedrive,2021-09-27T05:09:04Z,2026-08-27T16:30:59Z,Rust,1968,28,548,520,2026-08-27T18:41:57.584741736Z,38864
preactjs/preact,2015-09-11T02:40:18Z,2026-08-27T14:14:49Z,JavaScript,2096,252,1943,1923,2026-08-27T18:41:57.584741736Z,38835
Yeachan-Heo/oh-my-claudecode,2026-01-09T03:36:29Z,2026-08-27T17:27:04Z,TypeScript,1731,245,1409,1406,2026-08-27T18:41:57.584741736Z,38820
Dogfalo/materialize,2014-09-12T19:35:38Z,2026-08-27T18:08:29Z,JavaScript,449,41,5221,4598,2026-08-27T18:41:57.584741736Z,38812
lapce/lapce,2018-02-06T08:41:06Z,2026-08-27T13:22:28Z,Rust,1184,35,2039,1211,2026-08-27T18:41:57.584741736Z,38780
bytedance/UI-TARS-desktop,2025-01-19T09:04:43Z,2026-08-27T17:42:57Z,TypeScript,1074,38,544,218,2026-08-27T18:41:57.584741736Z,38727
ant-design/ant-design-pro,2017-08-25T10:40:44Z,2026-08-27T09:25:13Z,TypeScript,1181,34,9842,9800,2026-08-27T18:41:57.584741736Z,38714
naptha/tesseract.js,2015-06-24T02:49:52Z,2026-08-27T11:17:08Z,JavaScript,205,57,738,707,2026-08-27T18:41:57.584741736Z,38673
gto76/python-cheatsheet,2018-01-25T04:16:53Z,2026-08-27T18:26:16Z,Python,0,1,27,27,2026-08-27T18:41:57.584741736Z,38641
google-research/google-research,2018-10-04T18:42:48Z,2026-08-27T16:16:14Z,Jupyter Notebook,34,0,1464,352,2026-08-27T18:41:57.584741736Z,38631
huiyadanli/RevokeMsgPatcher,2019-07-21T15:12:52Z,2026-08-27T15:32:41Z,C#,14,21,1053,994,2026-08-27T18:41:57.584741736Z,38593
chatchat-space/Langchain-Chatchat,2023-03-31T12:12:45Z,2026-08-27T14:22:07Z,Python,621,31,4249,4244,2026-08-27T18:41:57.584741736Z,38586
frappe/erpnext,2011-06-08T08:20:56Z,2026-08-27T18:15:13Z,Python,32291,1000,18637,16879,2026-08-27T18:41:57.584741736Z,38575
kilimchoi/engineering-blogs,2015-06-13T18:25:17Z,2026-08-27T16:33:55Z,Ruby,681,0,98,77,2026-08-27T18:41:57.584741736Z,38552
tinyhumansai/openhuman,2026-02-18T20:01:27Z,2026-08-27T18:23:53Z,Rust,3080,56,1956,1748,2026-08-27T18:41:57.584741736Z,38511
google/langextract,2025-07-08T20:46:06Z,2026-08-27T16:44:31Z,Python,121,18,201,121,2026-08-27T18:41:57.584741736Z,38495
httpie/cli,2012-02-25T12:39:13Z,2026-08-27T18:12:20Z,Python,406,47,910,723,2026-08-27T18:41:57.584741736Z,38463
umami-software/umami,2020-07-17T07:59:00Z,2026-08-27T18:15:38Z,TypeScript,961,110,2251,2207,2026-08-27T18:41:57.584741736Z,38405
dotnet/aspnetcore,2014-03-11T06:09:42Z,2026-08-27T18:27:04Z,C#,19943,296,39835,36061,2026-08-27T18:41:57.584741736Z,38398
istio/istio,2016-11-18T23:57:21Z,2026-08-27T17:05:13Z,Go,30692,453,22118,21727,2026-08-27T18:41:57.584741736Z,38362
portainer/portainer,2016-05-19T20:15:28Z,2026-08-27T17:48:12Z,TypeScript,4786,191,6120,5421,2026-08-27T18:41:57.584741736Z,38358
github/awesome-copilot,2025-06-11T16:57:39Z,2026-08-27T18:23:26Z,JavaScript,1286,0,519,481,2026-08-27T18:41:57.584741736Z,38318
blader/humanizer,2026-01-18T05:30:15Z,2026-08-27T18:21:01Z,Python,25,4,98,89,2026-08-27T18:41:57.584741736Z,38312
sqlmapproject/sqlmap,2012-06-26T09:52:15Z,2026-08-27T17:19:10Z,Python,185,11,5436,5409,2026-08-27T18:41:57.584741736Z,38281
hyprwm/Hyprland,2022-03-16T19:49:13Z,2026-08-27T18:15:28Z,C++,2952,117,7743,7690,2026-08-27T18:41:57.584741736Z,38217
PhilJay/MPAndroidChart,2014-04-25T14:29:47Z,2026-08-27T14:55:08Z,Java,191,44,4965,2898,2026-08-27T18:41:57.584741736Z,38192
ueberdosis/tiptap,2018-08-20T19:58:58Z,2026-08-27T16:37:05Z,TypeScript,1816,986,3689,2936,2026-08-27T18:41:57.584741736Z,38181
impress/impress.js,2011-12-28T22:23:19Z,2026-08-27T10:52:45Z,JavaScript,125,15,485,434,2026-08-27T18:41:57.584741736Z,38168
xyflow/xyflow,2019-07-15T14:47:30Z,2026-08-27T15:28:28Z,TypeScript,1613,389,2415,2327,2026-08-27T18:41:57.584741736Z,38168
huihut/interview,2018-02-09T09:49:48Z,2026-08-27T16:55:11Z,C++,36,0,67,65,2026-08-27T18:41:57.584741736Z,38155
harness/harness,2014-02-07T07:54:44Z,2026-08-27T15:29:08Z,Go,1063,59,2034,1940,2026-08-27T18:41:57.584741736Z,38144
docker/compose,2013-12-09T11:40:58Z,2026-08-27T17:16:43Z,Go,3996,284,8391,8329,2026-08-27T18:41:57.584741736Z,38066
shiyu-coder/Kronos,2025-07-01T02:54:32Z,2026-08-27T17:57:06Z,Python,19,0,291,85,2026-08-27T18:41:57.584741736Z,38012
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,2023-03-27T09:59:10Z,2026-08-27T18:22:45Z,Python,0,8,2054,1483,2026-08-27T18:41:57.584741736Z,37863
servo/servo,2012-02-08T19:07:25Z,2026-08-27T16:03:16Z,Rust,25879,14,16386,13450,2026-08-27T18:41:57.584741736Z,37804
anthropics/prompt-eng-interactive-tutorial,2024-04-02T15:52:00Z,2026-08-27T18:09:30Z,Jupyter Notebook,1,0,42,4,2026-08-27T18:41:57.584741736Z,37804
vlang/v,2019-02-08T02:57:06Z,2026-08-27T17:46:33Z,V,13846,304,10778,10730,2026-08-27T18:41:57.584741736Z,37801
FreeCodeCampChina/freecodecamp.cn,2016-09-30T03:13:43Z,2026-08-27T03:25:50Z,CSS,55,0,588,445,2026-08-27T18:41:57.584741736Z,37780
lfnovo/open-notebook,2024-10-21T17:58:46Z,2026-08-27T18:27:14Z,TypeScript,460,42,579,471,2026-08-27T18:41:57.584741736Z,37746
HKUDS/DeepTutor,2025-12-28T15:35:54Z,2026-08-27T18:16:01Z,Python,338,72,409,338,2026-08-27T18:41:57.584741736Z,37698
denysdovhan/wtfjs,2017-07-14T15:42:12Z,2026-08-27T03:11:56Z,JavaScript,127,25,119,96,2026-08-27T18:41:57.584741736Z,37679
TencentARC/GFPGAN,2021-03-19T06:18:20Z,2026-08-27T11:22:54Z,Python,14,8,510,135,2026-08-27T18:41:57.584741736Z,37660
aquasecurity/trivy,2019-04-11T01:01:07Z,2026-08-27T18:27:10Z,Go,3717,92,3118,2952,2026-08-27T18:41:57.584741736Z,37653
NervJS/taro,2018-04-08T09:32:26Z,2026-08-27T14:49:05Z,TypeScript,3498,211,13574,12080,2026-08-27T18:41:57.584741736Z,37652
fengdu78/Coursera-ML-AndrewNg-Notes,2017-11-04T10:04:08Z,2026-08-27T12:54:46Z,HTML,14,0,70,15,2026-08-27T18:41:57.584741736Z,37638
stanfordnlp/dspy,2023-01-09T21:01:51Z,2026-08-27T17:46:40Z,Python,1741,111,1665,1347,2026-08-27T18:41:57.584741736Z,37622
directus/directus,2012-12-12T01:35:36Z,2026-08-27T18:16:31Z,TypeScript,9195,373,10001,9653,2026-08-27T18:41:57.584741736Z,37613
TriliumNext/Trilium,2017-05-23T00:30:20Z,2026-08-27T17:58:35Z,TypeScript,3246,354,5611,4988,2026-08-27T18:41:57.584741736Z,37612
exacity/deeplearningbook-chinese,2016-12-07T11:46:51Z,2026-08-27T16:32:15Z,TeX,16,7,204,139,2026-08-27T18:41:57.584741736Z,37518
alebcay/awesome-shell,2014-07-07T01:57:42Z,2026-08-27T17:31:00Z,,307,0,64,23,2026-08-27T18:41:57.584741736Z,37513
karpathy/LLM101n,2024-05-27T00:23:38Z,2026-08-27T16:29:51Z,,0,0,0,0,2026-08-27T18:41:57.584741736Z,37505
alibaba/arthas,2018-08-29T17:15:57Z,2026-08-27T13:58:59Z,Java,627,78,2164,1774,2026-08-27T18:41:57.584741736Z,37500
Yuan1z0825/nature-skills,2026-04-24T03:11:46Z,2026-08-27T18:14:52Z,Python,144,0,30,30,2026-08-27T18:41:57.584741736Z,37479
PKUanonym/REKCARC-TSC-UHT,2019-04-05T03:31:23Z,2026-08-27T15:37:22Z,HTML,199,0,37,33,2026-08-27T18:41:57.584741736Z,37461
pbatard/rufus,2011-11-19T19:12:05Z,2026-08-27T16:19:04Z,C,1,90,2700,2689,2026-08-27T18:41:57.584741736Z,37444
LAION-AI/Open-Assistant,2022-12-13T05:24:17Z,2026-08-27T12:33:11Z,Python,1616,127,1648,1420,2026-08-27T18:41:57.584741736Z,37410
eugenp/tutorials,2013-04-29T18:26:36Z,2026-08-27T12:03:06Z,Java,13837,0,792,780,2026-08-27T18:41:57.584741736Z,37328
myshell-ai/OpenVoice,2023-11-29T12:17:01Z,2026-08-27T16:42:42Z,Python,18,0,359,75,2026-08-27T18:41:57.584741736Z,37322
SagerNet/sing-box,2022-06-30T13:27:22Z,2026-08-27T17:59:26Z,Go,210,585,3309,3060,2026-08-27T18:41:57.584741736Z,37321
openai/gym,2016-04-27T14:59:16Z,2026-08-27T05:52:37Z,Python,1000,19,1839,1726,2026-08-27T18:41:57.584741736Z,37248
0voice/interview_internal_reference,2019-06-10T06:54:19Z,2026-08-27T12:42:24Z,Python,35,0,51,19,2026-08-27T18:41:57.584741736Z,37246
patchy631/ai-engineering-hub,2024-10-21T10:43:24Z,2026-08-27T18:22:12Z,Jupyter Notebook,69,0,51,28,2026-08-27T18:41:57.584741736Z,37196
MadsLorentzen/ai-job-search,2026-03-18T14:33:04Z,2026-08-27T18:24:23Z,Python,172,7,59,56,2026-08-27T18:41:57.584741736Z,37183
IceWhaleTech/CasaOS,2021-09-26T02:33:09Z,2026-08-27T17:32:08Z,Go,275,97,1723,904,2026-08-27T18:41:57.584741736Z,37143
mouredev/Hello-Python,2022-08-03T17:14:53Z,2026-08-27T16:01:35Z,Python,0,0,446,404,2026-08-27T18:41:57.584741736Z,37142
huggingface/pytorch-image-models,2019-02-02T05:51:12Z,2026-08-27T15:39:59Z,Python,571,78,1036,1003,2026-08-27T18:41:57.584741736Z,37103
soxoj/maigret,2020-06-27T14:16:42Z,2026-08-27T17:45:49Z,Python,1090,30,1597,1578,2026-08-27T18:41:57.584741736Z,37097
markedjs/marked,2011-07-24T13:15:51Z,2026-08-27T12:01:49Z,JavaScript,1744,180,1685,1677,2026-08-27T18:41:57.584741736Z,37096
CopilotKit/CopilotKit,2023-06-19T04:08:31Z,2026-08-27T18:05:14Z,TypeScript,4004,1000,1241,1110,2026-08-27T18:41:57.584741736Z,37077
ashishpatel26/500-AI-Agents-Projects,2024-12-20T13:37:15Z,2026-08-27T18:21:54Z,Python,17,0,46,18,2026-08-27T18:41:57.584741736Z,37069
satwikkansal/wtfpython,2017-08-28T20:22:19Z,2026-08-27T09:26:24Z,Python,113,2,226,158,2026-08-27T18:41:57.584741736Z,37067
Textualize/textual,2021-04-08T15:24:47Z,2026-08-27T17:55:01Z,Python,2311,223,2435,2202,2026-08-27T18:41:57.584741736Z,37066
fastify/fastify,2016-09-28T19:10:14Z,2026-08-27T16:06:00Z,JavaScript,3453,323,2186,2133,2026-08-27T18:41:57.584741736Z,37037
AobingJava/JavaFamily,2019-11-12T04:26:18Z,2026-08-27T14:25:25Z,,2,0,66,60,2026-08-27T18:41:57.584741736Z,36978
musistudio/claude-code-router,2025-02-25T02:17:18Z,2026-08-27T18:07:17Z,TypeScript,87,23,1309,401,2026-08-27T18:41:57.584741736Z,36916
Dokploy/dokploy,2024-04-19T07:49:30Z,2026-08-27T18:25:20Z,TypeScript,1695,170,2156,1657,2026-08-27T18:41:57.584741736Z,36910
babysor/MockingBird,2021-08-07T03:53:39Z,2026-08-27T11:23:42Z,Python,82,1,891,414,2026-08-27T18:41:57.584741736Z,36909
ZuodaoTech/everyone-can-use-english,2019-03-15T16:33:53Z,2026-08-27T18:27:21Z,TypeScript,464,48,506,383,2026-08-27T18:41:57.584741736Z,36810
shadowsocks/shadowsocks-android,2012-12-16T13:40:29Z,2026-08-27T17:48:04Z,Kotlin,258,186,2526,2458,2026-08-27T18:41:57.584741736Z,36766
google-ai-edge/mediapipe,2019-06-13T19:16:41Z,2026-08-27T18:16:30Z,C++,201,67,5668,5317,2026-08-27T18:41:57.584741736Z,36745
microsoft/Data-Science-For-Beginners,2021-03-03T16:30:15Z,2026-08-27T15:27:11Z,Jupyter Notebook,497,0,138,137,2026-08-27T18:41:57.584741736Z,36742
khoj-ai/khoj,2021-08-16T01:48:44Z,2026-08-27T18:03:41Z,Python,500,173,607,506,2026-08-27T18:41:57.584741736Z,36737
veggiemonk/awesome-docker,2014-09-21T17:01:48Z,2026-08-27T16:38:40Z,,1057,1,156,151,2026-08-27T18:41:57.584741736Z,36724
mpv-player/mpv,2012-10-13T08:08:44Z,2026-08-27T18:13:42Z,C,4143,89,11153,10153,2026-08-27T18:41:57.584741736Z,36704
jaywcjlove/linux-command,2016-11-12T15:44:26Z,2026-08-27T17:29:37Z,Markdown,377,32,212,139,2026-08-27T18:41:57.584741736Z,36687
glanceapp/glance,2024-04-27T18:55:38Z,2026-08-27T18:24:02Z,Go,118,34,535,310,2026-08-27T18:41:57.584741736Z,36656
1Panel-dev/1Panel,2022-07-19T15:44:52Z,2026-08-27T14:34:28Z,Go,5383,125,6916,6618,2026-08-27T18:41:57.584741736Z,36651
GorvGoyl/Clone-Wars,2020-12-02T11:10:16Z,2026-08-27T18:03:43Z,,130,0,90,70,2026-08-27T18:41:57.584741736Z,36643
date-fns/date-fns,2014-10-06T10:24:22Z,2026-08-27T06:34:11Z,TypeScript,1073,127,2055,1390,2026-08-27T18:41:57.584741736Z,36642
typeorm/typeorm,2016-02-29T07:41:14Z,2026-08-27T18:26:45Z,TypeScript,2679,45,8640,8202,2026-08-27T18:41:57.584741736Z,36633
songquanpeng/one-api,2023-04-22T12:39:24Z,2026-08-27T18:20:35Z,JavaScript,287,55,1829,898,2026-08-27T18:41:57.584741736Z,36610
xinntao/Real-ESRGAN,2021-07-19T03:23:30Z,2026-08-27T17:39:44Z,Python,21,10,764,179,2026-08-27T18:41:57.584741736Z,36606
nextcloud/server,2016-06-02T07:44:14Z,2026-08-27T18:26:16Z,PHP,34326,466,21510,18852,2026-08-27T18:41:57.584741736Z,36602
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,2021-01-02T12:08:37Z,2026-08-27T17:31:52Z,,3,0,77,26,2026-08-27T18:41:57.584741736Z,36585
microsoft/playwright-mcp,2025-03-21T17:48:36Z,2026-08-27T18:22:36Z,TypeScript,541,69,882,879,2026-08-27T18:41:57.584741736Z,36541
inkonchain/docs,2024-05-07T16:49:36Z,2026-08-27T04:50:22Z,MDX,418,0,42,13,2026-08-27T18:41:57.584741736Z,36517
doocs/leetcode,2018-09-16T14:03:03Z,2026-08-27T16:28:40Z,Java,4708,21,64,60,2026-08-27T18:41:57.584741736Z,36515
ItzCrazyKns/Vane,2024-04-09T10:51:32Z,2026-08-27T17:54:09Z,TypeScript,87,34,676,445,2026-08-27T18:41:57.584741736Z,36504
hankcs/HanLP,2014-10-09T06:36:16Z,2026-08-27T16:00:03Z,Python,79,62,1424,1416,2026-08-27T18:41:57.584741736Z,36482
inkonchain/node,2024-05-13T23:20:40Z,2026-08-27T04:50:20Z,Shell,40,6,31,14,2026-08-27T18:41:57.584741736Z,36470
keycloak/keycloak,2013-07-02T13:38:51Z,2026-08-27T17:02:31Z,Java,21169,112,20053,17368,2026-08-27T18:41:57.584741736Z,36451
open-guides/og-aws,2016-07-13T17:30:16Z,2026-08-27T17:05:52Z,Shell,498,0,229,89,2026-08-27T18:41:57.584741736Z,36443
PDFMathTranslate/PDFMathTranslate,2024-09-06T06:56:03Z,2026-08-27T18:25:14Z,Python,154,24,881,757,2026-08-27T18:41:57.584741736Z,36414
AdguardTeam/AdGuardHome,2016-07-06T10:31:47Z,2026-08-27T17:56:13Z,TypeScript,125,244,6062,4907,2026-08-27T18:41:57.584741736Z,36387
inkonchain/ink-kit,2024-11-04T16:32:17Z,2026-08-27T04:50:21Z,TypeScript,91,0,5,3,2026-08-27T18:41:57.584741736Z,36375
formulahendry/955.WLB,2019-03-27T23:53:37Z,2026-08-27T13:38:22Z,,18,0,262,82,2026-08-27T18:41:57.584741736Z,36361
Crosstalk-Solutions/project-nomad,2025-06-24T15:35:01Z,2026-08-27T18:01:40Z,TypeScript,410,76,547,506,2026-08-27T18:41:57.584741736Z,36341
SheetJS/sheetjs,2012-12-03T19:25:52Z,2026-08-26T02:45:29Z,,106,0,2385,2266,2026-08-27T18:41:57.584741736Z,36333
firecracker-microvm/firecracker,2017-10-19T06:18:47Z,2026-08-27T18:18:44Z,Rust,3715,90,1510,1460,2026-08-27T18:41:57.584741736Z,36321
reworkd/AgentGPT,2023-04-07T02:29:19Z,2026-08-27T15:09:39Z,TypeScript,541,12,469,337,2026-08-27T18:41:57.584741736Z,36300
chatwoot/chatwoot,2019-08-14T06:50:51Z,2026-08-27T17:31:23Z,Ruby,6288,150,5784,4810,2026-08-27T18:41:57.584741736Z,36257
pnpm/pnpm,2016-01-28T07:40:43Z,2026-08-27T17:21:35Z,Rust,4921,1000,6218,3935,2026-08-27T18:41:57.584741736Z,36250
jax-ml/jax,2018-10-25T21:25:02Z,2026-08-27T18:07:54Z,Python,20824,140,7248,5515,2026-08-27T18:41:57.584741736Z,36218
hashicorp/vault,2015-02-25T00:15:59Z,2026-08-27T17:24:24Z,Go,21334,182,6591,5430,2026-08-27T18:41:57.584741736Z,36181
OpenBMB/VoxCPM,2025-09-16T03:41:49Z,2026-08-27T18:00:59Z,Python,26,14,322,229,2026-08-27T18:41:57.584741736Z,36180
searxng/searxng,2021-04-12T15:18:15Z,2026-08-27T18:23:37Z,Python,3151,0,1648,1469,2026-08-27T18:41:57.584741736Z,36166
geekxh/hello-algorithm,2020-05-29T05:47:09Z,2026-08-27T17:51:45Z,Java,26,0,44,33,2026-08-27T18:41:57.584741736Z,36090
carbon-app/carbon,2017-06-16T02:50:28Z,2026-08-27T16:07:43Z,JavaScript,669,215,697,629,2026-08-27T18:41:57.584741736Z,36089
lerna/lerna,2015-12-04T09:36:55Z,2026-08-27T11:17:14Z,TypeScript,1080,253,2703,2418,2026-08-27T18:41:57.584741736Z,36053
slatedocs/slate,2013-09-13T22:15:24Z,2026-08-25T01:15:40Z,,298,28,609,559,2026-08-27T18:41:57.584741736Z,36037
medusajs/medusa,2020-01-18T13:39:04Z,2026-08-27T17:25:44Z,TypeScript,9355,163,3931,3872,2026-08-27T18:41:57.584741736Z,36029
wailsapp/wails,2018-12-15T23:14:06Z,2026-08-27T16:50:44Z,Go,2133,360,2535,2370,2026-08-27T18:41:57.584741736Z,36018
zsh-users/zsh-autosuggestions,2013-10-26T16:09:37Z,2026-08-27T13:47:35Z,Shell,116,0,625,458,2026-08-27T18:41:57.584741736Z,36013
permissionlesstech/bitchat,2025-07-04T14:34:38Z,2026-08-27T15:50:14Z,Swift,508,20,405,365,2026-08-27T18:41:57.584741736Z,35989
filebrowser/filebrowser,2015-09-11T21:21:58Z,2026-08-27T14:23:18Z,Go,847,157,2974,2974,2026-08-27T18:41:57.584741736Z,35959
solidjs/solid,2018-04-24T16:36:27Z,2026-08-27T08:12:22Z,TypeScript,469,47,1409,1383,2026-08-27T18:41:57.584741736Z,35927
XingangPan/DragGAN,2023-05-18T10:08:02Z,2026-08-26T13:00:27Z,Python,18,0,192,46,2026-08-27T18:41:57.584741736Z,35755
alan2207/bulletproof-react,2021-05-30T14:47:16Z,2026-08-27T14:12:45Z,TypeScript,75,0,118,81,2026-08-27T18:41:57.584741736Z,35754
restic/restic,2014-04-27T14:07:58Z,2026-08-27T15:33:40Z,Go,2442,51,3014,2546,2026-08-27T18:41:57.584741736Z,35752
junegunn/vim-plug,2013-09-10T14:58:51Z,2026-08-27T10:52:37Z,Vim Script,181,8,1045,972,2026-08-27T18:41:57.584741736Z,35751
airbnb/lottie-android,2016-10-06T22:42:42Z,2026-08-27T08:06:14Z,Java,720,63,1814,1755,2026-08-27T18:41:57.584741736Z,35712
microsoft/graphrag,2024-03-27T17:57:52Z,2026-08-27T18:10:59Z,Python,759,42,839,836,2026-08-27T18:41:57.584741736Z,35706
jondot/awesome-react-native,2015-03-26T19:58:06Z,2026-08-27T14:49:06Z,,912,0,77,77,2026-08-27T18:41:57.584741736Z,35693
koajs/koa,2013-07-20T18:53:45Z,2026-08-27T11:16:50Z,JavaScript,556,18,933,915,2026-08-27T18:41:57.584741736Z,35690
gchq/CyberChef,2016-11-28T10:34:07Z,2026-08-27T11:35:46Z,JavaScript,798,458,1251,824,2026-08-27T18:41:57.584741736Z,35683
opentofu/manifesto,2023-08-13T16:17:24Z,2026-08-27T07:20:30Z,HTML,765,0,26,14,2026-08-27T18:41:57.584741736Z,35669
tailscale/tailscale,2020-01-31T22:00:03Z,2026-08-27T17:36:14Z,Go,8737,160,10623,6609,2026-08-27T18:41:57.584741736Z,35651
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,2026-08-27T17:37:05Z,JavaScript,98,0,30,20,2026-08-27T18:41:57.584741736Z,35646
continuedev/continue,2023-05-24T03:39:39Z,2026-08-27T16:31:55Z,TypeScript,4078,827,6675,6201,2026-08-27T18:41:57.584741736Z,35645
drizzle-team/drizzle-orm,2021-06-24T09:03:05Z,2026-08-27T16:48:13Z,TypeScript,716,182,3738,2353,2026-08-27T18:41:57.584741736Z,35603
refinedev/refine,2021-01-20T12:01:32Z,2026-08-27T18:08:14Z,TypeScript,4697,1000,1745,1735,2026-08-27T18:41:57.584741736Z,35587
hehonghui/awesome-english-ebooks,2022-06-28T02:45:44Z,2026-08-27T17:20:25Z,CSS,0,0,0,0,2026-08-27T18:41:57.584741736Z,35533
